userId,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
48,163,146,121,76,153,58,27,201,91,1,72,72,12,54,64,137,139,20,4
49,52,57,1,13,24,4,0,40,14,0,2,0,4,2,13,23,16,33,4
50,22,14,0,0,16,7,0,19,2,0,1,1,0,2,11,8,21,4,3
51,7,7,2,3,13,4,0,12,3,1,5,0,0,6,6,5,12,1,1
52,5,7,1,2,28,4,0,47,6,0,3,3,2,3,40,2,9,2,0
53,14,13,6,9,17,7,0,19,5,0,5,0,3,2,3,8,13,0,0
54,13,11,5,4,13,16,0,23,4,0,1,3,1,3,8,6,16,2,2
55,15,12,1,3,14,5,0,9,5,0,1,0,1,2,6,5,18,0,0
56,110,89,32,46,244,86,20,260,54,8,13,20,22,29,93,48,89,19,13
57,42,28,1,13,71,32,0,93,26,3,33,0,13,21,47,14,48,15,7
58,18,19,2,11,31,4,0,21,4,2,10,1,0,8,8,13,23,4,2
59,26,25,6,9,31,17,1,33,13,0,3,2,1,3,10,10,19,3,1
60,14,9,5,2,20,11,0,27,7,0,5,0,1,1,8,9,10,8,3
61,33,61,43,66,96,14,2,47,57,0,3,12,24,3,36,23,18,0,0
62,28,15,1,1,7,14,2,30,2,0,0,8,0,8,2,19,22,5,0
63,33,33,8,9,36,15,1,38,13,0,7,1,1,4,19,19,20,2,3
64,8,7,1,1,6,7,0,11,1,0,2,2,1,0,5,1,8,3,2
65,3,6,0,0,13,4,1,14,2,0,0,0,3,0,3,5,1,5,1
66,26,11,0,0,7,20,0,21,1,1,5,0,0,5,7,15,27,2,0
67,29,27,7,18,27,18,0,51,12,0,4,2,7,5,21,11,27,4,5
68,27,41,10,17,60,9,0,55,28,0,3,2,7,7,42,18,20,4,1
69,6,24,12,25,52,5,0,28,23,0,0,2,8,3,19,10,5,3,1
70,22,21,5,11,34,10,0,27,9,0,5,0,4,3,15,11,30,0,0
71,2,3,0,0,5,3,1,11,1,4,2,0,1,4,5,3,2,0,0
72,78,60,11,12,48,40,0,97,25,0,15,23,3,16,28,51,59,18,4
73,549,385,139,133,583,280,10,615,197,11,232,72,48,110,188,302,469,62,28
74,21,10,1,2,12,7,0,26,3,0,3,0,1,1,9,11,11,6,0
75,45,39,3,7,44,19,2,46,20,0,16,1,3,16,23,44,47,6,5
76,3,3,1,3,10,1,0,9,3,0,0,0,1,1,3,0,5,1,3
77,133,116,38,40,118,44,3,85,59,1,24,9,18,10,35,106,84,12,4
78,98,80,9,11,65,43,11,111,26,1,32,18,7,24,32,68,97,10,1
79,32,33,5,8,18,6,0,15,13,0,2,2,1,1,9,20,13,2,0
80,8,7,5,5,13,10,0,18,2,0,2,0,2,3,8,4,13,1,1
81,8,10,5,2,27,16,4,133,17,3,8,2,5,17,28,12,21,5,4
82,14,13,3,5,14,11,0,14,3,0,2,3,3,3,6,6,15,3,2
83,22,18,5,8,111,25,1,60,11,0,7,1,5,12,39,15,23,15,4
84,65,45,8,8,31,27,0,46,19,1,4,19,0,9,13,24,43,13,2
85,42,27,8,15,46,19,0,31,14,0,7,2,6,6,12,16,36,6,4
86,17,19,12,19,67,22,4,119,14,0,5,3,12,9,50,18,26,8,2
87,11,11,2,2,16,6,0,10,2,0,0,0,1,2,7,4,10,0,0
88,64,64,18,27,111,38,0,112,45,3,11,12,16,22,68,35,58,6,2
89,38,31,6,9,20,12,0,17,13,1,4,5,5,5,2,17,22,3,3
90,15,13,3,7,14,11,0,20,5,0,2,0,3,7,12,10,24,1,1
91,69,47,18,16,91,30,0,25,14,0,5,15,2,8,17,29,27,6,0
92,45,30,6,11,50,23,0,43,13,0,13,3,4,8,25,19,41,7,6
93,32,48,17,24,79,16,0,77,27,0,2,9,11,6,54,18,21,3,5
94,64,50,13,14,54,43,1,104,19,3,8,16,5,21,30,41,52,16,2
95,66,37,8,9,104,26,0,87,21,1,132,2,7,19,39,50,95,5,4
96,3,2,0,0,21,22,0,49,3,13,3,0,0,18,26,1,27,5,1
97,37,32,8,6,58,27,0,58,15,1,5,4,6,11,27,20,27,11,2
98,17,16,4,5,46,5,0,27,13,0,9,4,2,4,34,5,9,4,1
99,35,41,19,29,55,28,1,102,17,4,6,1,25,16,53,21,33,20,1
100,9,9,3,4,11,2,0,7,3,0,0,0,2,2,7,3,10,0,0
101,34,16,1,0,12,15,0,19,3,1,4,4,0,5,1,25,21,3,1
102,82,81,21,39,221,92,20,402,52,17,71,3,43,53,114,47,125,46,21
103,52,27,4,1,14,15,0,29,15,1,22,1,0,11,9,46,45,1,1
104,51,35,3,2,10,19,0,28,15,0,5,20,0,7,5,31,28,5,0
105,162,91,9,13,191,132,6,265,37,6,42,3,12,45,94,63,160,25,10
106,5,9,9,13,27,1,0,18,9,0,6,2,2,4,10,6,9,0,0
107,8,4,1,1,8,8,1,16,1,0,4,1,0,2,3,9,14,2,1
108,12,11,3,4,10,6,0,12,2,0,2,2,3,1,5,4,14,3,1
109,10,7,0,0,5,9,0,8,2,0,1,0,0,4,5,5,11,0,1
110,45,25,3,6,52,18,0,40,4,0,3,3,3,7,32,13,44,5,5
111,73,55,10,21,191,46,7,137,28,1,8,4,20,16,102,40,65,15,5
112,8,7,1,2,7,2,0,6,2,0,0,0,1,2,6,3,11,2,0
113,7,5,1,4,9,7,0,11,1,0,0,0,0,0,5,1,7,1,0
114,11,9,3,6,8,7,0,7,1,0,2,2,3,0,4,2,11,1,1
115,8,10,2,4,28,10,0,14,6,0,1,0,1,4,10,4,8,1,0
116,13,13,1,1,8,7,0,10,6,0,2,0,0,2,3,4,9,3,0
117,2,1,0,0,17,4,0,49,2,0,2,0,1,1,20,1,4,2,0
118,56,39,3,5,36,43,1,81,4,9,16,0,1,28,17,65,82,10,4
119,173,141,23,49,220,99,3,301,79,6,62,3,29,48,91,110,165,39,24
120,45,26,4,6,60,23,1,50,10,2,11,2,1,20,25,25,55,4,1
121,24,17,6,6,28,12,1,39,5,0,4,3,4,2,26,11,22,4,4
122,11,12,3,3,13,7,0,22,3,0,1,2,2,0,11,4,10,4,1
123,3,1,0,0,11,5,0,10,0,0,14,0,0,4,2,6,16,0,0
124,40,25,9,10,22,20,0,41,10,1,9,0,1,11,11,14,31,9,1
125,61,55,12,20,96,40,0,90,27,3,2,8,9,19,51,37,46,9,4
126,18,21,9,16,25,7,1,23,9,0,1,3,7,2,17,9,16,3,2
127,8,4,0,1,14,2,0,7,1,0,0,0,0,2,9,1,7,1,0
128,78,69,38,52,102,43,0,142,39,1,31,3,38,32,110,22,104,14,2
129,10,9,3,3,10,5,0,8,0,1,2,0,0,0,5,3,6,2,1
130,128,123,32,49,154,61,1,135,58,2,15,9,31,18,58,73,83,20,11
131,9,2,1,3,20,5,0,26,5,0,3,0,1,3,13,1,4,6,1
132,10,19,17,12,46,11,1,65,15,0,1,3,6,3,25,7,13,5,1
133,23,33,14,18,55,25,2,133,28,0,2,13,10,14,48,12,23,9,3
134,115,94,18,26,130,55,2,107,47,1,46,15,9,27,39,81,99,10,3
135,5,4,0,2,12,4,0,6,0,0,0,0,0,0,1,2,6,0,0
136,17,29,11,20,23,3,0,15,15,0,0,5,5,0,6,11,3,0,0
137,24,34,7,20,30,8,0,26,17,1,4,2,9,5,15,26,17,1,1
138,33,32,6,7,15,17,2,44,11,0,2,12,1,6,6,22,19,7,2
139,16,12,0,3,30,7,0,29,3,0,3,0,2,5,10,24,16,3,0
140,7,14,6,7,22,7,0,19,12,0,1,5,3,3,13,5,5,1,0
141,16,8,0,0,2,6,0,19,0,0,0,0,0,2,3,9,15,6,0
142,9,15,2,5,28,11,0,27,6,0,8,1,3,4,5,7,10,2,3
143,17,10,1,2,25,30,1,43,5,4,2,2,2,8,15,10,26,3,2
144,17,12,2,3,12,10,0,18,1,0,2,2,2,2,5,6,21,3,4
145,16,13,3,4,14,7,0,14,5,0,2,3,3,2,6,8,17,3,0
146,36,32,10,13,27,13,0,18,5,0,2,7,4,3,15,17,22,3,2
147,4,7,5,7,18,10,0,22,4,0,1,2,5,2,12,1,8,2,0
148,30,30,11,18,51,19,3,51,20,5,7,2,7,26,21,33,35,5,3
149,59,56,28,22,98,31,3,102,38,1,17,18,7,22,58,40,54,7,1
150,177,113,8,23,173,77,1,121,39,3,22,5,7,30,56,82,155,10,5
151,25,18,3,6,23,12,0,25,6,0,1,3,3,5,13,11,26,5,4
152,81,65,11,15,58,47,2,115,24,2,10,19,2,24,38,50,79,23,3
153,9,12,5,9,16,6,0,29,8,1,3,0,0,3,13,9,9,3,0
154,3,8,5,6,16,4,0,9,3,0,1,0,3,1,7,4,4,0,0
155,27,18,1,2,12,6,0,18,2,0,6,0,0,4,5,31,17,4,2
156,6,5,1,2,24,10,0,28,2,0,0,1,0,3,9,3,10,1,0
157,165,95,28,17,94,69,1,121,41,2,50,30,4,35,28,107,125,19,1
158,10,7,2,1,8,3,0,8,3,0,3,1,1,1,2,5,7,0,0
159,49,37,8,9,42,34,0,80,14,3,5,2,3,18,24,21,49,15,6
160,5,2,1,5,48,16,0,64,6,1,2,0,2,7,32,2,15,3,0
161,34,21,4,9,34,16,0,38,8,0,1,3,4,5,23,11,31,3,5
162,6,4,0,0,14,4,0,14,1,0,0,0,0,1,14,2,10,0,0
163,34,26,5,7,21,15,0,36,10,0,4,9,1,3,9,18,22,9,0
164,22,28,10,12,39,12,2,33,13,3,1,2,5,6,15,12,19,2,0
165,144,88,28,49,189,86,7,195,46,1,64,6,17,44,72,70,153,16,3
166,22,16,5,6,23,10,1,22,8,0,0,0,1,1,8,9,12,3,3
167,8,5,3,7,11,2,0,5,3,0,4,0,2,1,1,15,6,0,0
168,35,19,2,7,48,27,0,50,7,1,4,2,4,8,24,17,38,4,4
169,37,41,17,26,45,16,0,41,27,1,2,10,6,10,29,19,29,3,0
170,9,8,3,3,8,2,0,13,3,0,0,0,1,2,2,9,6,2,0
171,5,5,2,2,23,18,0,25,1,1,2,0,1,6,4,1,15,1,0
172,3,6,2,5,8,5,0,13,0,0,0,2,3,2,5,2,7,2,1
173,16,16,3,6,18,7,0,11,5,1,1,0,2,1,7,7,15,1,0
174,6,3,2,2,12,1,1,6,0,1,1,0,2,1,9,3,4,1,1
175,25,36,20,31,47,11,1,53,19,1,3,6,21,4,38,18,16,5,0
176,92,84,46,43,85,30,8,100,61,2,17,22,32,18,57,51,57,11,4
177,106,62,9,18,54,44,0,54,20,3,28,1,3,25,20,85,133,5,3
178,29,20,10,14,53,24,3,76,16,0,7,5,14,5,14,16,26,10,3
179,9,17,4,5,24,2,0,14,13,0,0,3,0,3,11,4,6,0,0
180,7,4,2,2,12,2,0,9,4,0,2,0,2,1,4,5,4,1,0
181,12,6,1,0,10,10,0,10,2,0,1,0,1,5,2,4,15,1,0
182,28,31,7,29,53,9,0,62,15,0,1,3,5,1,40,7,22,5,6
183,5,5,1,2,11,13,1,23,2,1,2,0,0,7,5,6,11,2,0
184,10,9,5,5,20,8,1,18,3,0,1,2,3,0,8,3,16,3,0
185,38,77,61,65,96,17,0,64,55,1,11,4,40,4,35,59,20,8,3
186,16,17,6,2,8,7,0,20,9,0,0,5,1,5,7,14,14,0,0
187,43,57,27,50,145,38,8,160,46,2,28,10,23,33,72,31,65,3,0
188,26,30,15,31,33,15,0,37,17,0,5,3,15,6,19,16,26,3,2
189,48,23,6,9,64,27,1,73,12,2,25,0,2,22,23,25,56,5,1
190,5,5,4,5,27,6,0,37,6,0,1,0,1,6,11,3,6,2,1
191,12,10,2,3,8,8,0,12,1,0,1,2,2,1,4,3,15,3,1
192,17,18,6,15,18,6,0,20,8,0,1,2,6,3,13,5,15,3,3
193,6,10,3,3,38,12,0,38,8,2,1,0,1,3,15,3,9,4,0
194,25,19,2,3,15,8,0,17,6,0,2,2,2,2,8,13,20,4,3
195,148,106,13,34,177,69,7,219,55,15,26,2,33,19,93,69,95,43,16
196,24,24,1,4,40,5,0,44,6,1,6,0,3,7,22,14,26,2,4
197,36,36,2,4,19,3,0,7,15,1,4,0,1,3,5,45,15,2,1
198,6,14,5,4,31,16,3,48,5,2,0,0,1,4,12,3,9,8,3
199,182,100,13,5,103,90,9,161,36,6,69,29,6,50,27,153,184,21,7
200,95,80,36,40,107,60,1,94,30,1,11,15,10,22,54,41,84,15,1
201,49,42,12,12,41,23,2,44,14,1,8,3,3,12,20,27,44,4,1
202,30,29,0,4,26,7,0,26,5,0,8,0,3,3,7,22,10,8,4
203,8,5,2,2,3,19,0,16,1,14,0,1,0,11,3,2,19,1,0
204,8,6,1,2,13,7,0,16,2,2,1,0,0,4,10,3,5,1,2
205,97,90,45,38,71,32,2,60,52,0,19,26,5,15,30,48,65,13,1
206,11,14,1,5,14,2,0,13,6,0,5,0,1,0,4,11,7,2,0
207,6,12,5,6,23,8,0,19,5,0,1,0,4,2,11,7,9,1,2
208,5,5,0,0,18,12,1,32,1,0,2,0,0,4,12,5,13,2,0
209,8,4,0,0,12,3,0,5,1,0,3,0,1,1,5,5,5,2,1
210,7,11,2,4,15,3,0,13,4,0,5,2,1,3,4,3,9,0,1
211,9,9,3,5,19,7,0,32,5,2,1,1,4,7,11,9,13,5,0
212,243,197,65,92,338,134,4,400,117,1,57,28,58,56,195,111,210,55,17
213,421,333,125,175,326,126,0,234,212,0,79,103,41,69,156,260,301,12,8
214,76,52,9,14,44,46,3,100,14,4,12,2,13,22,32,45,73,16,4
215,14,15,1,5,16,10,0,25,8,1,1,0,4,6,13,8,13,4,0
216,17,16,9,11,34,13,3,42,15,1,3,1,8,8,24,11,16,3,1
217,45,33,2,2,55,17,1,22,7,0,1,1,3,3,13,21,24,5,1
218,15,14,2,5,11,6,0,13,7,1,7,0,1,3,5,10,10,2,0
219,25,29,11,14,93,21,0,43,16,0,0,1,5,7,33,10,21,3,1
220,51,37,8,12,110,52,4,165,12,6,21,1,10,27,64,27,73,17,3
221,11,6,0,0,9,4,0,3,2,0,1,0,1,0,6,6,4,1,3
222,9,11,5,7,22,7,1,58,7,5,4,0,16,5,30,7,7,8,1
223,12,9,0,2,8,7,0,15,3,0,0,0,1,4,8,5,17,2,0
224,14,15,3,7,26,18,1,53,6,2,1,1,2,9,19,8,23,2,1
225,10,12,4,5,9,6,0,10,5,0,3,3,4,1,3,5,10,2,1
226,13,9,2,3,12,8,0,17,3,0,1,2,0,3,13,3,13,0,0
227,3,2,2,4,13,3,0,9,2,0,5,0,0,2,4,0,7,0,1
228,42,30,5,5,31,12,1,7,10,0,1,8,1,5,3,24,12,1,1
229,5,6,0,2,7,6,0,25,3,1,1,0,2,1,9,1,6,4,2
230,13,12,0,0,44,30,1,69,7,1,4,4,0,12,18,11,24,2,0
231,3,3,1,1,8,13,0,17,0,2,4,0,0,11,7,2,18,1,0
232,150,147,22,47,262,76,6,344,74,10,23,2,40,41,153,82,101,59,25
233,15,11,0,1,9,5,0,16,1,0,0,0,1,1,8,2,20,1,0
234,31,42,20,20,56,13,6,36,28,0,3,6,9,5,19,27,19,2,2
235,27,26,7,12,68,31,0,76,9,1,3,2,11,18,47,12,46,7,2
236,32,33,5,4,50,47,1,142,14,22,13,2,7,30,50,19,52,21,7
237,18,16,4,4,16,11,0,17,4,0,3,2,4,3,6,14,13,2,2
238,11,8,1,2,52,11,1,55,5,0,1,3,0,7,46,10,16,5,1
239,51,36,9,26,262,26,2,63,30,0,7,0,12,4,72,23,16,5,7
240,38,44,15,16,106,40,2,108,28,4,10,4,10,30,70,20,53,4,2
241,15,13,5,12,24,12,0,21,10,0,2,3,4,3,9,6,16,1,0
242,75,47,3,8,127,80,0,256,14,6,7,1,10,43,103,32,116,20,9
243,122,108,22,27,97,33,4,94,58,1,67,6,15,32,39,72,92,21,4
244,37,31,4,3,26,6,0,23,14,0,8,7,0,5,8,29,20,6,0
245,18,11,2,8,30,22,2,86,7,1,3,0,5,15,23,11,31,10,3
246,14,17,5,7,9,0,0,9,5,0,2,1,4,1,7,9,9,1,1
247,144,72,8,28,162,48,0,53,40,1,23,0,8,15,39,57,77,8,8
248,42,29,1,2,16,4,0,52,3,1,7,0,0,10,10,40,23,43,3
249,7,5,0,0,12,5,0,7,1,0,1,0,0,0,6,2,5,1,1
250,54,45,14,14,53,31,0,83,21,0,9,17,2,18,30,38,51,11,1
251,62,57,26,18,40,7,0,31,32,0,5,23,7,2,23,44,27,5,1
252,17,14,2,3,15,5,0,8,5,0,1,0,1,2,6,10,14,1,0
253,67,56,11,19,83,33,0,94,27,1,9,2,8,17,38,31,48,13,7
254,34,24,8,14,56,22,2,62,13,1,6,2,10,11,30,14,35,3,4
255,19,22,4,9,66,18,0,94,21,2,5,4,7,14,58,9,24,9,3
256,8,4,0,1,9,5,0,11,1,0,0,0,1,3,7,1,13,0,0
257,32,31,31,8,24,21,1,51,19,7,5,1,1,10,11,20,24,6,4
258,6,6,0,0,6,4,0,25,1,0,4,0,2,1,6,3,7,2,3
259,6,2,0,4,13,5,3,13,1,0,0,0,0,0,3,4,5,1,0
260,20,12,0,0,14,4,0,15,5,0,3,3,0,1,7,14,10,1,1
261,26,24,5,4,16,7,0,13,7,0,1,2,2,4,5,18,19,4,1
262,75,64,27,35,210,82,14,316,64,5,244,9,20,84,101,52,216,22,4
263,39,28,1,4,36,24,0,54,7,1,5,1,1,8,22,18,29,16,8
264,3,2,2,3,22,1,1,17,1,0,0,0,4,1,28,1,3,3,0
265,16,17,0,2,53,25,2,135,6,9,1,0,7,17,44,3,21,25,7
266,9,7,3,5,12,9,0,24,3,0,1,3,3,1,9,2,15,2,1
267,8,5,0,0,14,11,0,27,2,0,1,0,0,7,6,4,15,3,0
268,133,102,32,44,168,71,0,145,60,3,26,21,20,30,81,74,114,19,11
269,5,2,0,0,4,5,0,18,1,2,1,0,1,7,7,4,10,2,0
270,103,73,12,7,86,37,0,91,27,3,17,35,7,22,23,86,65,7,3
271,37,29,6,6,18,12,0,26,9,0,4,1,4,5,10,23,20,5,1
272,29,31,7,8,9,4,0,4,9,0,0,13,1,2,1,16,8,1,0
273,49,51,10,11,34,15,0,26,22,0,5,24,5,8,11,32,20,1,0
274,8,7,1,2,22,15,0,21,7,0,5,0,0,4,6,8,16,2,1
275,46,48,13,15,86,38,8,112,20,2,3,21,3,13,45,23,41,7,5
276,13,6,3,4,11,7,0,2,4,0,3,1,0,1,3,4,5,1,1
277,34,29,9,5,13,10,0,20,8,0,1,6,0,2,5,23,18,3,0
278,6,4,0,4,18,9,2,36,2,2,0,0,4,4,11,2,7,2,1
279,21,15,3,6,20,13,0,25,5,0,3,3,3,4,13,8,22,6,4
280,7,4,2,3,9,0,0,12,1,0,0,0,1,0,17,4,4,3,1
281,21,26,3,4,20,12,1,42,4,2,3,1,5,9,15,9,18,13,3
282,56,41,4,6,39,27,0,64,13,0,4,1,5,8,23,20,38,12,3
283,22,33,16,16,69,36,11,115,13,3,2,6,3,17,47,15,43,10,1
284,19,14,1,4,13,9,0,24,3,0,2,0,2,4,9,5,26,0,0
285,134,117,27,50,212,59,0,94,67,1,56,1,23,29,47,86,98,19,10
286,13,13,2,9,19,3,0,10,4,0,5,1,2,2,5,8,11,0,3
287,116,129,64,75,81,24,1,60,43,1,5,46,13,20,22,92,58,7,4
288,34,22,4,7,28,13,0,23,8,0,1,3,4,3,17,10,24,5,5
289,2,4,3,7,12,1,0,8,3,0,1,0,1,1,4,0,2,1,1
290,34,25,6,8,15,16,2,22,9,0,4,4,0,8,5,20,32,3,0
291,32,34,5,5,32,11,0,32,13,0,8,1,5,5,12,18,19,6,5
292,66,61,13,29,123,41,0,123,35,2,12,5,16,18,77,29,63,7,2
293,23,26,13,15,32,8,0,29,20,0,7,0,5,5,15,19,12,4,0
294,207,241,101,171,500,72,8,259,144,5,56,12,137,44,278,89,139,15,14
295,89,71,16,22,79,47,2,100,25,1,15,5,13,19,43,40,68,16,2
296,3,7,4,6,19,1,0,3,3,0,0,1,4,2,7,2,1,0,0
297,29,23,11,5,79,26,1,56,18,0,2,3,2,9,27,17,16,10,1
298,31,21,25,6,23,18,0,29,16,0,3,6,0,6,8,29,16,2,0
299,41,31,3,4,110,70,16,225,43,12,63,4,12,38,43,44,86,13,9
300,28,19,1,1,11,6,0,15,4,1,6,1,1,5,7,15,17,3,1
301,2,7,2,3,12,2,0,11,3,0,2,0,4,2,5,2,3,0,0
302,13,9,6,9,14,5,0,10,5,0,1,2,5,0,10,5,10,1,1
303,40,45,12,23,98,40,4,111,38,0,12,8,16,17,55,32,39,14,3
304,19,23,8,6,35,22,13,58,6,0,4,5,6,12,15,21,25,8,0
305,11,10,0,3,9,12,0,11,1,4,0,0,0,4,4,8,14,1,1
306,94,75,14,34,287,66,5,320,47,5,37,5,44,41,184,51,135,15,8
307,13,7,0,0,19,31,2,50,2,2,0,1,0,11,9,3,24,8,2
308,15,11,0,2,26,3,0,22,6,0,14,1,2,5,13,5,20,3,3
309,27,28,5,6,59,28,4,59,12,1,3,1,1,9,16,10,19,9,3
310,5,5,1,1,9,3,1,5,3,0,3,0,0,2,2,8,4,1,0
311,220,187,30,89,376,131,2,522,56,15,14,4,68,62,271,93,200,64,43
312,80,46,7,14,112,49,12,137,25,3,9,1,9,12,69,41,75,13,2
313,103,71,21,25,115,49,3,134,22,1,20,5,10,28,75,36,97,15,6
314,17,11,3,2,9,8,0,14,1,0,1,3,0,2,2,13,12,3,0
315,12,8,3,3,30,10,0,26,3,1,2,1,5,1,19,8,8,2,1
316,82,67,13,13,43,25,0,38,23,0,4,29,1,11,18,46,41,7,0
317,10,10,2,2,7,7,0,9,1,0,0,2,2,0,3,5,10,1,1
318,28,20,3,5,17,8,0,22,4,0,1,0,3,1,9,10,28,2,0
319,10,5,0,0,8,4,0,7,0,0,3,0,0,0,5,5,6,2,1
320,13,11,4,5,12,11,1,38,4,0,1,5,1,8,17,20,17,6,0
321,10,3,3,6,30,25,0,42,7,10,1,0,1,18,18,3,23,3,1
322,4,2,0,0,5,10,0,25,0,6,1,0,1,26,6,3,21,0,0
323,6,4,1,2,9,5,0,12,2,0,0,0,1,2,9,2,8,3,0
324,52,51,13,16,51,16,3,66,29,0,6,16,6,8,15,38,34,10,3
325,4,4,1,1,8,1,0,7,5,0,2,0,2,0,6,2,5,0,0
326,11,19,1,7,8,3,0,11,7,0,0,0,2,3,3,7,3,1,2
327,27,22,4,2,22,14,0,22,4,0,5,2,5,8,12,18,24,2,0
328,35,74,52,53,77,13,2,50,30,1,6,8,27,6,35,26,20,7,12
329,12,11,1,2,7,1,0,3,3,0,0,0,1,2,6,5,10,0,0
330,16,8,3,5,23,19,1,54,7,4,3,2,8,13,23,6,29,5,0
331,2,4,2,2,14,7,0,10,3,0,2,0,3,1,2,6,3,1,0
332,20,9,1,2,6,6,0,7,2,1,13,1,0,7,2,8,19,0,1
333,20,18,16,16,29,7,2,48,11,0,1,8,3,3,23,7,8,5,0
334,14,11,6,6,8,11,0,23,5,0,0,3,0,1,4,8,13,3,1
335,5,7,0,1,4,4,0,14,1,2,0,0,1,1,6,1,4,4,0
336,4,7,1,3,5,3,0,19,3,1,1,0,2,6,9,3,5,6,1
337,7,6,0,0,2,1,0,4,3,0,11,0,0,1,1,10,11,0,0
338,13,10,3,8,17,8,0,33,6,0,1,3,3,3,16,4,14,4,1
339,65,26,0,0,16,35,0,48,5,0,0,7,1,12,9,25,54,10,4
340,19,10,2,2,9,10,0,17,4,0,2,4,1,1,3,5,12,3,2
341,2,3,0,0,2,1,0,16,1,1,1,0,1,1,5,1,6,3,0
342,26,17,3,10,58,33,3,125,12,3,6,1,8,16,42,13,31,15,4
343,9,9,3,4,17,9,0,23,3,0,1,0,2,5,9,5,13,1,0
344,61,40,6,9,52,32,0,86,13,0,12,2,8,9,34,27,48,14,7
345,50,51,15,15,84,42,2,113,22,2,11,2,8,21,29,38,47,14,2
